TEXT,Label
"Love this place, love these people. #gymfamily #cfgamesopenprep @ CrossFit Cornelius
",4
"Kell Watt and spiked seltzers @ Beacon Street
",4
"I would cut a #bitch who tried to take my #bae #justsayin #manbun #tattoos #marriage #beards @user
",0
"PlayOffs Gone Be Lit!! #BeastMode #Believe @ Shavertown
",3
"I ️ Chipotle (@ Chipotle Mexican Grill in Daly City, CA)
",4
"I'd hike eight miles for views like this any day #wortheveryblister #favehikewithmyfaveperson…
",4
"• yeah she looks impressed @ The Westin Trillium House Blue Mountain
",1
"Camren is so real .Instagram: @user @user #727tour…
",4
"#Jokes Hahaha He don’t know where or what to do !!! Comment what u did for NYE now for a…
",1
"Happy Birthday to ME! #24 : epleitez @ Santa Clarita, California
",2
"so thankful that Meredith College gave me the most amazing sisters ️ #rushMC #studentadvisors @user
",4
"Thankful for you ️ @ Oktibbeha County, Mississippi
",4
"@user you're crazy, I love you #iheartjingleball #elliegoulding @ Allstate Arena
",1
"We you, Grandpa Trapper. #letithealheel #worldsmostperfectdog…
",4
"Yay! New #dumbo @user sneakers#disnerd @user @ Disney's ESPN Wide World of Sports…
",4
"If your couch is boringgggg, let us help!!! Easiest update ever? 1) Unzip new beautiful pillow…
",0
"Major props to my psis Terry for putting on an amazing Rose Tea today…
",4
"Those Fayetteville sunsets. @ Mount Sequoyah Center
",0
"He is my heart. Happy Birthday Gray! ️ @ Mama Ricotta's Restaurant
",4
"TONIGHT @user • Broadcasting Live On Mega97.9FM• Music By:* @user
",3
"1 palabra, aburrido @ The Metropolitan Museum of Art, New York
",1
"️ i hate having problems w people so dm, text, snapchat me do whatever. want to do nothing but…
",4
"Thank you Manda @user for my awesome new hair color!! I'm so in love @ BANG
",0
"Roamed around Toronto Christmas market ️ ️ ️ @ The Distillery…
",4
"I LITERALLY CANT STOP LAUGHING!!!!!!! @ Oro Valley, Arizona
",1
"He so handsome#GulfShores #FamilyVacation @ Gulf Shores, Alabama
",4
"We brought a wedding #allium with us to #wallawalla and it is still looking lovely …
",0
"I feel bad for @user because my school had the . @user
",3
"Family @ Seminole County, Georgia
",4
"Alice in wonderland 2 (at @user —
",0
"This school WiFi comes in handy when you don't have service
",1
"Dreamy bridesmaid bouquet for @user beautiful wedding in Athens #summerinthesouth // :…
",2
"Rain or shine...2017 bout to have me like these two. #happynewyear #riseup @ The Georgia Dome
",3
"Monday vibes few spots still available before the end of the year @user
",4
"Who is ready for #pumpkinspice???{not me...but I might take a salted caramel mocha! } @user
",0
"Thanks Tucson! #edithcrash #Repost @user right now ! skybartucson…
",3
"️ my team! What a fantastic day @user Thank you for an amazing workshop! So proud of…
",4
"F U N D A Y “i see you see me seeing you!”.....that moment you walk into the back as…
",0
"stancesocks killed it @ Rukus
",3
"TAG A FRIEND! SHARE! LIKE! Join us tonight for MINDSET MONDAY! It's happening tonight at…
",3
"Getting subs with Hubby (at @user in Hayes, VA)
",4
"After 4 years, ladies and gentlemen, we have a sign! #lookforthewinesign #wherescamerata @user
",1
"2 M O N T H S from today I get to call my best friend my wife @user
",0
"Cop Da today the new joint from my G @user hosted by…
",3
"My thoughts and prayers are with Mexico and my dear Puerto Rico. ️…
",4
"️ my #ShopSmallBusiness purchase from healingartshuntsville!! How did…
",4
"Can't wait to meet all of you! ️#Repost everybodydeserveslove_ ・・・Hello my lovers! We are…
",4
"it's a fact / Es un hecho #NYC #ChelseaMarket #lovemycity @user
",0
"#I NY @ Little Italy, Manhattan
",4
"Spend tht Christmas money and buy some gas
",1
"Seriously.. My ️ is so full! Thanks so much for all of the well wishes, posts, texts, calls,…
",4
"️mansfield band takes over buc-ees #BOAsanantonio #dysfunctional @user
",4
"Wish I was still surrounded by mountains, but this'll do for now. brislager @ Michigan
",2
"@user #Repost @user Back Stage Shenanigans #BossWeek #Boola Listen Closely lol…
",1
"With Minnie and Missa #disneyland #family @ Disneyland
",0
"I @user #amoebahollywood @user @ Amoeba Music
",4
"I got this sweet girl moved back to college for her Junior year! #UTM #lovemycollegestudent @user
",4
"DAY N NIGHT was sick but Day 3 took everyone's virginity #Kendrick #21savage #postmalone…
",3
"Kings island is, and forever will be, ""lit"" @ Kings Island
",3
"Playing keys/guitar today with @user desertstarsfestival 4:20pm #gramparsons by…
",2
"We. L VE. Handbags. Explore designer handbags at #STORE5a #saintlurent @ Store 5a
",0
"#TheMoneyWay @user @ Long Beach, California
",2
"@user Tonight it was amazing food &amp; great times #yummy @ Zocados
",4
"thanks for such an incredible night @ Chop Suey
",4
"Stop in tomorrow and check out these beauties! ️ @ Toad Hall Antiques
",4
"This view and that dress.... @ Twin Owls Steakhouse at the Black Canyon Inn
",0
"Praise be to the lord Photocred @user @ N Da East
",3
"Troegs Mad Elf.... Lots of it.... ️ @ AJ's Beer Warehouse
",4
"Could not be happier with how this turned out #handlettering…
",0
"Missed these beautiful people way too much! #blessup @user
",4
"That girl in the back is hype hahaha #flashbackfriday #fallfashion…
",3
"@user Haha! Yep. Bearcat loves kids too. Also extremely loving and cuddly. I feel like the strays need the most love honestly
",4
"Love my talented friends! ️ Class was so dope at @user and thank you to everyone that came…
",4
"The final game of the night should be with multiple NCAA signee playing. Wheatley will bring…
",3
"Quality Eats #UES now open! •••Grilled Nueske’s BaconPeanut Butter, Jalapeño Jelly #nyc…
",0
"Just love ️ #babyroom #babylove shared from @user @ Esbysoph
",4
"Live beats with David at #Tantra in #Miami
",4
"She may have stolen my phone case, but she also stole my heart…
",4
"When you dominate your photoshoot : @user @ Culver City, California
",2
"Sell My House Fast Jacksonville- We Buy Houses CASH Jacksonville Fast…
",3
"It's beginning to look a lot like Christmas.. #ithasbegun #ferrisbuellersdayoff @ Swan Lake
",0
"Wish I could've fit more video this Japanese nigga had me dying @ Osaka Japanese Steak &amp; Sushi
",1
"Start your day with this sweet face #wraloutandabout #dog #parks r.jazmier @ Dorothea Dix
",2
"Even the neighbors come over when you set up a work light and start opening birds! #BBQturkey…
",1
"Love spending days with my girl :-) ️ @ Sever's Fall Festival
",4
"Thank you voodooonyx. It's always a pleasure. kyledorosz #cocktails #burlesque #nyc…
",2
"He totally totally rocks ️ @ The Orbit Room
",4
"these kinds of #morning #monday #workflow #mondaymotivation #nypd #auntie n #nephew at #nypd @user
",0
"this motley crew @ Bedford Styvesant, Brooklyn
",4
"Bought tickets so my boo could see his idol Marshmello #latergram #couple #boyfriend…
",4
"Filmed a 60 seconds in the park @user with @user while in Nebraska @user
",3
"Last night was all kinds of with the #anthemfam! @ Grace Church Houston
",3
"#BangaAlert #Exclusive from i.kittii ""I got hoes"" #linkinherbio #tellsfriend #subscribe…
",3
"Lol @ Mountain's Edge Las Vegas Neighborhood
",1
"Y'all, I went to the most beautiful wedding last night. So incredibly happy for the…
",0
"This new video if gonna b #lansingmusic #hiphop #rap #undergroundrap #undergroundmusic…
",3
"Having an amazing spring break with this girl so far @ Port Aransas Beach, TX
",0
"So I didn't get to dress up like a bunny this year, but I got to hold one @ SUNY Geneseo
",0
"Brunch w marjorie_des_ #timsplace #freehugs #abq #nm #brunch #brunchdate @ Tim's Place
",0
"Every time I take a photo, I pose a threat! #modelStatus @ Monument Inn
",1
"Get your tickets now via .#idnation #ricardodrue #bliss #toronto #6ix…
",3
"Hogwarts will always be there to welcome you home @ The Wizarding World of Harry Potter…
",4
"The braising and roasting has begun! #holidayfood #foodie #cooking #holidaydinner @ Bristol,…
",0
"@ Ohio State University Horseshoe
",4
"My favorites @ W New York - Times Square
",4
"Saw this as we speak walked up to the store.... ALL made from logos!!! Wow!!! @ LEGOLAND…
",0
"Dinner date with my hubbs! bocaj4 pacificrimhobbsnm #ilovehim #myhusband #cheesecake…
",4
"Evening at Concerts in the Park to see Brenton Wood with my mama and nina Kim. @ Plaza De…
",4
"2 of my love bugs @ Sloan Convention Center
",0
"#bywater #NewOrleans @ New Orleans, Louisiana
",4
"The path to my #heart @ Galehead Mountain
",0
"back at it again @ Disneyland
",4
"Ah! We ️ timshelcafe in Neenah, Wisconsin!Post via @user dogs? Like…
",4
"Thank you @user for leading me to nitanailnova ! It's been so long since my nails…
",0
"#WorkHardTravelWell @user - Rise and shine. Be grateful. Set intention. Radiate good…
",2
"Look who I found. @ Berry Events Center
",0
"Football is bacc, I'm soo live!#HOF #CowboysAlreadyLoosing @user
",1
"The lady behind the glam! @user you are amazing. Forever your Latina Barbie!!!!! @user
",0
"Having #fun @ #orfilavineyards @ Orfila Vineyards &amp; Winery
",4
"I#SF. My son was asked to fill this out after a ""situation"" at his school. Adore his…
",4
"Ain't it funny how the best days of my life Was all that wasted time @ Keith Urban at…
",4
"With my ride or die, about to get our laugh on! …
",1
"My Mom has always said I was trouble. Lolol..... Let me help YOU find your special place to…
",1
"Visit the market || Listen to Better Ways 2 @ || …
",2
"Hello, gorgeous. #woodburnhall #wvu #westvirginiauniversity #morgantown #wv #woodburn #night @user
",0
"Family getaway ️ @ Niagara Falls, Ontario, Canada
",4
"name a more iconic duo.... i'll wait. love my job @ Bridal and…
",0
"When you know the way he looks at you will make you melt, every. single. time. I loved creating…
",0
"thankful for this meal and my momma @ Little Nonna's
",4
"See you all tomorrow! For golden lady burlesque @ Sid Gold's Request Room
",4
"FLOW-gis, it's ON!!! Let's LIGHT IT UP!!! Tomorrow, Tuesday Sept 12! 9:30am FLOW*…
",3
"This was my favorite scene in this movie! I have to keep rewinding this part! @user
",1
"Loved skiing with this superstar friend @user ️@atpwhitefish @user #divaanews…
",4
"When you spend Saturdays with one of your best friends …
",4
"tonight whole IE coming out its lit VIVE 21+ hosted by west coast…
",3
"We ️ when the whole family comes to visit us for a class! I think it's safe to say this is the…
",4
"A day that includes theatre is a GREAT day. @ CCM Corbett Auditorium
",0
"[NEW MUSIC] ""Really Really Really"" by therealmrmidas produced by @user coming to a city…
",3
"Fridays with mom are my favorite. @ King University
",0
"Thank you Secret Santa!!! #Ravens #tasteofhome #thankyou #love #tumbler #awesomecoworkers @user
",0
"I'm not going to give up on you ..
",4
"Sign outside this professors door! #imanerd @ Fresno State
",1
"In LOVE with this Eleganza cactus! ️ ️ ️ #Repost hedgebylexy…
",4
"Happiness with daddy after running!!! (even when he doesn't smile) #IRun #werun #runners #running…
",0
"Baby Jacey is definitely loved and will definitely be spoiled! ️…
",4
"This video is Etcetera ""Keep It 100 feat Tory Lanez"" available everywhere! …
",3
"I ️ Her @ Presidio at Rancho Del Oro Apartment Homes
",4
"First day of shopping @ San Antonio, Texas
",4
"I freaking love Fourth of July &amp; White House, TN ️ ️ ️ @ White House, Tennessee
",4
"wedding with my dad @ Sierra La Verne Country Club
",4
"My view, morning #2 @ Saint Augustine Beach, Florida
",4
"I’ve got tio wrapped around every finger... #aiden ️ @user
",4
"these type of posts make me feel better about life @ Willy's
",1
"#outandabout #iny @ Queensboro Plaza
",4
"Lmfaooooo! The looks on their faces! @ Cotton Valley, Louisiana
",1
"Theses pictures I'm getting sent to me of my son #justadorable…
",0
"Missing his one ️#baseball @ Miller Park
",4
"I don't think any of us remember taking this picture.. By far one of the best events we went…
",1
"When Royce is pumped when she sees what she's named after....and Bentley can only pout. #Royce…
",1
"""Need You"" @user EDC New York 2016 #ThisShitIsonFire #EDCNY #DillonFrancis…
",3
"Always good seeing iamtygerman9 (Country Boi) @ Park View,…
",1
"@user @user @user @user @user @user @user @user and hugs
",4
"Baby thank you for this spontaneous date You sure do how to treat your lady! #myhusband…
",4
"Two of my favorite things in one picture @ Miami Beach, Florida
",4
"I hate Mondays (but not THIS Monday) #FessParkerResort @ Fess Parker's Doubletree Resort
",0
"#rockthered #capspens #NHL #pucklife I playoff hockey @ Verizon Center
",4
"First time I rock my Limited Edition K-Swiss , had them 4 months …
",1
"April 9, 2016 #PrincipleWeb Release Show at #berlinnyc :…
",2
"I’m hoping this turns into business as usual for me! : @user @ Sedona, Arizona
",2
"#Repost abandoned_sofas_of_slough (get_repost)・・・Not a sofa I know, but probably the…
",0
"Family ️ #Cheers #Napa @ V. Sattui Winery
",4
"Bear Lake 2017 ️ @ Ideal Beach Resort at Bear Lake
",4
"These Falls are gorges #waterfall #twogorgesspies #gorges #elvira #elviracollection #pinup…
",1
"Just trying to spread the gospel @ Ballantyne
",1
"Alex Aiono and I are dropping the hotter cover of 2017, Stay Tuned | #3arts…
",3
"Like a hippie @user @user @user
",1
"18 Months @ Virginia Beach, Virginia
",4
"Nigga Judan be having me crying at work
",1
"We HAD to visit the Cake boss bakery &amp; sample his goods The pastry was my fave but they were…
",0
"""I need to travel and explore and hike and breathe. Breathe real air(...)"" @ grey's anatomy ️…
",4
"@ Project Brunch
",0
"Wishing the happiest of Birthdays to my SUPA' FINE fiancé Here's to me singing Taylor Swift…
",3
"Gorgeous art by jhfriedrick of our downtown spot @ Tried &amp; True Coffee Co.
",0
"Oh it won't be a waist that's for sure!!
",1
